family,re_mixedlm,pooled_ols,set_fe,corr_severity_set_mean
gemma,0.27992410334646295,-0.9757075873083697,0.2848102781998225,0.15047575398789798
llama,1.6399842660842845,1.1927674508444386,1.6457470749805665,0.15047575398789798
mistral,-0.06356934821139701,-0.2216512679103505,-0.06183167311332403,0.15047575398789798
