model_key,n,parse_rate,typ_c_coef,typ_c_p,sign_c_coef,sign_c_p,vt_c_coef,vt_c_p,converged
llama-3.1-8b-pretrained,8400,0.21869047619047619,0.04885526360253032,0.3551975301732725,-0.03768842650822768,0.4756869178211214,-0.13260286854721243,0.01214449597070866,True
mistral-7b-v0.1-pretrained,8400,0.3289285714285714,0.03805510323886405,0.41448133935054055,-0.053275171196255716,0.25329616440906144,-0.2399306129254934,2.738091683802001e-07,True
gemma-2-9b-pretrained,8400,0.5732142857142857,0.03616932428963009,0.41336791470516554,-0.01661899871987574,0.7070318580692162,-0.06548828100262492,0.13859983263213685,True
gemma-2-9b-instruct,8400,0.5871428571428572,-0.061557663588193465,0.16719100345431392,0.04766021114154334,0.28486675186875066,0.15675229230692247,0.0004364443488023265,True
llama-3.1-8b-instruct,8400,0.8509523809523809,0.03780958552350684,0.5386537050420758,-0.12102086163704415,0.04924810644585115,-0.1778069806992404,0.0038996834977907575,True
mistral-7b-v0.1-instruct,8400,0.9821428571428571,0.10882975832376104,0.5097849115857473,-0.05437910201258375,0.7416203289290049,0.24574740220836655,0.13883504608905697,True
