contrast,family,term,lmm_estimate,lmm_p,beta_obs,se_obs,t_obs,p_wcb,n_groups,B
rq1a_sign_x_valence_type,gemma,sign_c:vt_c,0.0918186799638691,0.001406904710963438,0.09181867996386694,0.13429863228845665,0.6836903578187745,0.5117558779389695,21,1999
rq1a_sign_x_valence_type,llama,sign_c:vt_c,0.629394958152611,2.531246145262001e-42,0.6293949581525858,0.24470726640606386,2.5720321566102435,0.0030015007503751876,21,1999
rq1a_sign_x_valence_type,mistral,sign_c:vt_c,0.2626912259021643,3.4071780826821085e-94,0.2626912259021619,0.06758848182167364,3.886627111927887,0.0,21,1999
