contrast,family,term,lmm_estimate,lmm_p,beta_obs,se_obs,t_obs,p_wcb,n_groups,B
rq1_base_sign_finetuned,gemma,sign_c,0.32218656829187997,0.09136568272160274,0.32218656829235826,0.1920981929998294,1.67719728780918,0.1055527763881941,84,1999
rq1_base_sign_finetuned,llama,sign_c,0.34290957135315375,0.09528640503873896,0.3429095713530569,0.20680033701508269,1.6581673719808652,0.10155077538769385,84,1999
rq1_base_sign_finetuned,mistral,sign_c,-0.06938829480175951,0.4948325264751058,-0.06938829480195302,0.10230672594810993,-0.6782378593284946,0.5327663831915957,84,1999
