family,tuning,n,f_obs,df_num,p_classical,p_wcb,n_groups,B
gemma,pretrained,3150,5.358515052068502,4,0.0019431424517582633,0.011005502751375688,34,1999
gemma,finetuned,3150,5.14005325331677,4,0.0024826496480835625,0.04852426213106553,34,1999
llama,pretrained,3150,15.526999772947935,4,3.060955963129215e-07,0.0,34,1999
llama,finetuned,3150,3.57272851960499,4,0.015805060628279407,0.05952976488244122,34,1999
mistral,pretrained,3150,6.106277805963033,4,0.0008597461566025245,0.01200600300150075,34,1999
mistral,finetuned,3150,0.8166639557679509,4,0.5237736786039913,0.6723361680840421,34,1999
